Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Loan_Status
182490,Short Term,722.0,469072.0,7.0,Home Mortgage,1
769384,Long Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
316954,Long Term,705.0,1976988.0,10.0,Home Mortgage,1
758230,Long Term,636.0,3180581.0,2.0,Rent,1
234432,Short Term,699.0,1483577.0,2.0,Rent,0
87010,Short Term,7470.0,732621.0,9.0,Home Mortgage,0
110880,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
260084,Short Term,745.0,1591098.0,4.0,Home Mortgage,1
222640,Short Term,724.0,1937240.0,2.0,Rent,1
81092,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
237908,Short Term,724.0,939550.0,10.0,Rent,0
322784,Long Term,707.0,1523876.0,10.0,Home Mortgage,1
314468,Short Term,746.0,1163940.0,10.0,Own Home,1
260040,Short Term,740.0,1590775.0,1.0,Home Mortgage,1
243276,Short Term,1077.9915201396682,1369106.0397805213,8.0,Rent,1
178200,Short Term,717.0,769500.0,3.0,Rent,0
262372,Long Term,723.0,2530211.0,10.0,Home Mortgage,1
99999999,Short Term,737.0,1452094.0,4.0,Home Mortgage,1
221100,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
253528,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,0
99999999,Short Term,728.0,1126776.0,10.0,Home Mortgage,1
188122,Short Term,731.0,537852.0,5.0,Own Home,1
760452,Short Term,702.0,2251728.0,1.0,Rent,0
184558,Short Term,737.0,1012567.0,1.0,Home Mortgage,1
322168,Long Term,737.0,1112906.0,4.0,Home Mortgage,1
99999999,Short Term,745.0,579215.0,7.0,Rent,1
660660,Long Term,700.0,2035033.0,5.0,Home Mortgage,1
765226,Long Term,5880.0,2265864.0,2.0,Rent,0
520806,Short Term,751.0,2219960.0,10.0,Home Mortgage,1
99999999,Short Term,742.0,2131477.0,6.0,Rent,1
752444,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
344696,Long Term,709.0,788690.0,10.0,Rent,0
178750,Short Term,719.0,1466534.0,5.0,Home Mortgage,0
310464,Short Term,1077.9915201396682,1369106.0397805213,7.0,Home Mortgage,1
222530,Short Term,669.0,672657.0,1.0,Own Home,0
120780,Short Term,735.0,875463.0,10.0,Home Mortgage,1
667392,Long Term,707.0,1289948.0,5.950381280685262,Home Mortgage,1
445764,Short Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,1
26488,Short Term,7170.0,91485.0,1.0,Rent,0
257070,Short Term,737.0,936795.0,10.0,Home Mortgage,1
448228,Short Term,713.0,1354871.0,3.0,Home Mortgage,1
626406,Long Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,0
270490,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Rent,1
175890,Short Term,743.0,3740758.0,2.0,Own Home,1
266376,Long Term,717.0,690156.0,10.0,Home Mortgage,1
446710,Long Term,7360.0,899574.0,1.0,Rent,0
91300,Short Term,712.0,834822.0,3.0,Rent,1
403392,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,0
123574,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
163064,Short Term,715.0,1032783.0,10.0,Rent,0
354508,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
259292,Short Term,749.0,933090.0,2.0,Home Mortgage,0
221914,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,0
261536,Short Term,1077.9915201396682,1369106.0397805213,4.0,Home Mortgage,1
153252,Short Term,745.0,1219610.0,5.0,Home Mortgage,1
131472,Short Term,7480.0,756960.0,10.0,Home Mortgage,0
213048,Short Term,719.0,1150032.0,1.0,Rent,1
239470,Short Term,740.0,1281683.0,5.0,Home Mortgage,1
77880,Short Term,692.0,307458.0,6.0,Home Mortgage,1
775236,Long Term,714.0,7651680.0,10.0,Home Mortgage,1
49148,Short Term,722.0,964820.0,9.0,Home Mortgage,1
645128,Long Term,699.0,1586348.0,4.0,Home Mortgage,0
99999999,Short Term,750.0,1341172.0,10.0,Home Mortgage,1
99999999,Short Term,724.0,737960.0,2.0,Rent,1
346280,Long Term,708.0,961590.0,1.0,Own Home,1
539990,Long Term,718.0,2201188.0,5.0,Home Mortgage,1
292556,Short Term,729.0,816278.0,10.0,Rent,1
405548,Short Term,733.0,1167474.0,10.0,Rent,1
334400,Short Term,746.0,770108.0,1.0,Rent,1
161194,Short Term,698.0,1020870.0,10.0,Home Mortgage,0
449240,Long Term,725.0,1532521.0,10.0,Own Home,1
216942,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
563706,Short Term,703.0,1989756.0,10.0,Rent,0
143198,Short Term,722.0,1256128.0,1.0,Rent,1
99999999,Short Term,747.0,1032251.0,2.0,Home Mortgage,1
78782,Short Term,7210.0,793687.0,6.0,Rent,0
99999999,Long Term,727.0,1361388.0,4.0,Home Mortgage,1
239162,Short Term,736.0,602224.0,5.0,Rent,1
592020,Long Term,601.0,2228662.0,10.0,Home Mortgage,0
400950,Short Term,720.0,1192725.0,1.0,Rent,0
222860,Short Term,705.0,921576.0,5.950381280685262,Rent,1
150766,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
242660,Long Term,6670.0,467115.0,1.0,Rent,0
755766,Long Term,1077.9915201396682,1369106.0397805213,3.0,Home Mortgage,0
433224,Short Term,735.0,1889455.0,10.0,Rent,1
86988,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
190498,Short Term,734.0,774212.0,1.0,Own Home,1
215204,Short Term,738.0,1338170.0,10.0,Home Mortgage,1
327932,Long Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
327272,Short Term,702.0,1280695.0,10.0,Rent,1
107250,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Own Home,0
208296,Long Term,707.0,787075.0,5.0,Rent,0
242110,Long Term,703.0,1213511.0,6.0,Rent,1
380798,Short Term,740.0,1392890.0,10.0,Own Home,1
99999999,Long Term,663.0,963585.0,3.0,Home Mortgage,1
403436,Short Term,660.0,1780870.0,10.0,Home Mortgage,1
750838,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
773388,Long Term,683.0,1717524.0,1.0,Rent,1
445544,Short Term,740.0,1923940.0,1.0,Rent,1
216634,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,1
438900,Short Term,709.0,1933155.0,5.950381280685262,Home Mortgage,0
493350,Long Term,6480.0,1123698.0,9.0,Rent,0
150744,Short Term,740.0,699523.0,10.0,Rent,1
540364,Short Term,7180.0,913900.0,3.0,Rent,0
622908,Short Term,742.0,1902071.0,10.0,Rent,1
65054,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,0
123838,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
398882,Long Term,732.0,1317042.0,10.0,Home Mortgage,1
99999999,Short Term,739.0,1043898.0,10.0,Home Mortgage,1
322388,Long Term,720.0,1206481.0,10.0,Rent,0
258082,Short Term,1077.9915201396682,1369106.0397805213,4.0,Rent,1
99999999,Short Term,745.0,1073975.0,10.0,Own Home,1
649044,Long Term,7210.0,1251872.0,6.0,Home Mortgage,0
449636,Short Term,748.0,1472918.0,5.0,Home Mortgage,1
618222,Long Term,692.0,2288208.0,5.0,Own Home,0
110528,Short Term,725.0,763572.0,10.0,Home Mortgage,1
278410,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
259006,Short Term,742.0,1714959.0,5.0,Home Mortgage,1
99999999,Long Term,720.0,1840568.0,9.0,Home Mortgage,1
612392,Long Term,664.0,1261030.0,10.0,Home Mortgage,0
25960,Short Term,699.0,654094.0,1.0,Rent,0
189926,Short Term,678.0,1688701.0,9.0,Home Mortgage,1
268488,Short Term,729.0,2069518.0,1.0,Rent,1
517660,Long Term,683.0,1676484.0,1.0,Home Mortgage,0
608234,Long Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,0
348590,Short Term,741.0,1599344.0,10.0,Home Mortgage,1
224444,Short Term,730.0,969190.0,5.0,Rent,1
409398,Short Term,718.0,876793.0,4.0,Rent,0
81092,Short Term,679.0,2042880.0,6.0,Rent,1
107954,Short Term,651.0,1267832.0,8.0,Rent,0
503404,Long Term,687.0,1531666.0,5.950381280685262,HaveMortgage,0
715836,Long Term,683.0,1680778.0,10.0,Own Home,0
157762,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
263626,Short Term,732.0,853803.0,9.0,Rent,1
357236,Long Term,688.0,919847.0,1.0,Home Mortgage,1
218988,Long Term,704.0,472815.0,8.0,Rent,1
365442,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
99999999,Short Term,740.0,991724.0,10.0,Home Mortgage,1
117106,Short Term,750.0,731633.0,5.0,Own Home,1
99999999,Short Term,730.0,885704.0,2.0,Rent,1
99999999,Long Term,693.0,4755548.0,8.0,Rent,1
222112,Short Term,707.0,1592143.0,3.0,Rent,1
223036,Short Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,1
99999999,Short Term,748.0,2949294.0,4.0,Rent,1
111166,Short Term,737.0,3840280.0,10.0,Home Mortgage,1
99999999,Short Term,707.0,1328670.0,9.0,Home Mortgage,1
533808,Short Term,741.0,1285996.0,1.0,Home Mortgage,1
235180,Short Term,725.0,566808.0,10.0,Home Mortgage,1
218724,Short Term,745.0,1378963.0,5.950381280685262,Rent,1
391358,Short Term,725.0,3023204.0,4.0,Rent,1
437096,Short Term,725.0,1404746.0,10.0,Home Mortgage,0
151118,Short Term,748.0,1733959.0,7.0,Home Mortgage,1
99999999,Short Term,726.0,1909842.0,10.0,Home Mortgage,1
265870,Long Term,703.0,765396.0,1.0,Home Mortgage,0
406274,Long Term,674.0,930715.0,1.0,Home Mortgage,1
99999999,Long Term,745.0,1377633.0,1.0,Rent,1
157718,Short Term,748.0,603193.0,1.0,Rent,1
316492,Long Term,663.0,854145.0,3.0,Rent,0
260854,Short Term,721.0,674595.0,3.0,Rent,1
340340,Long Term,694.0,1723338.0,1.0,Home Mortgage,1
198330,Short Term,716.0,675507.0,10.0,Home Mortgage,1
145134,Short Term,738.0,1329468.0,1.0,Rent,1
61886,Short Term,1077.9915201396682,1369106.0397805213,8.0,Rent,1
136422,Short Term,713.0,1158810.0,1.0,Rent,1
435028,Long Term,720.0,1822176.0,7.0,Rent,1
72974,Short Term,736.0,594871.0,3.0,Own Home,1
444620,Long Term,716.0,858591.0,7.0,Home Mortgage,0
789030,Long Term,693.0,1654900.0,10.0,Home Mortgage,0
224642,Short Term,735.0,1119271.0,10.0,Home Mortgage,1
99999999,Long Term,720.0,3702568.0,10.0,Home Mortgage,1
99999999,Short Term,737.0,1788736.0,9.0,Home Mortgage,1
77264,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,0
244992,Short Term,735.0,686185.0,7.0,Rent,1
48972,Short Term,723.0,394725.0,3.0,Rent,1
267080,Long Term,699.0,739499.0,3.0,Rent,0
329054,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
410498,Long Term,707.0,1083361.0,8.0,Home Mortgage,1
537966,Long Term,681.0,1579641.0,3.0,Home Mortgage,1
99999999,Short Term,738.0,1456920.0,10.0,Home Mortgage,1
270886,Long Term,746.0,797202.0,1.0,Rent,1
222288,Short Term,718.0,1242030.0,8.0,Rent,0
99999999,Short Term,734.0,965295.0,1.0,Home Mortgage,1
286924,Short Term,735.0,895850.0,7.0,Home Mortgage,1
129668,Short Term,738.0,447982.0,2.0,Rent,0
269016,Short Term,749.0,1064855.0,7.0,Own Home,1
304304,Long Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
266332,Short Term,729.0,1164795.0,2.0,Rent,1
111848,Short Term,737.0,610052.0,6.0,Rent,1
206954,Short Term,1077.9915201396682,1369106.0397805213,4.0,Home Mortgage,1
99999999,Short Term,718.0,635531.0,10.0,Rent,1
774928,Long Term,601.0,2141623.0,10.0,Own Home,1
620070,Long Term,744.0,3825080.0,2.0,Home Mortgage,1
99999999,Short Term,745.0,1239579.0,10.0,Home Mortgage,1
177276,Short Term,673.0,608608.0,5.0,Rent,0
87406,Short Term,740.0,962502.0,2.0,Rent,1
178222,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
544830,Long Term,725.0,1070061.0,7.0,Home Mortgage,1
214654,Long Term,681.0,2224596.0,8.0,Home Mortgage,1
449856,Short Term,743.0,2136816.0,4.0,Home Mortgage,1
202906,Short Term,730.0,1460340.0,10.0,Home Mortgage,1
224994,Short Term,1077.9915201396682,1369106.0397805213,2.0,Home Mortgage,1
99999999,Long Term,613.0,1552984.0,10.0,Home Mortgage,1
202488,Short Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,1
32956,Long Term,722.0,227696.0,5.950381280685262,Home Mortgage,0
608696,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
251592,Long Term,7100.0,980400.0,10.0,Home Mortgage,0
550616,Long Term,720.0,1331463.0,10.0,Home Mortgage,0
191642,Short Term,745.0,808184.0,1.0,Rent,1
354992,Short Term,699.0,1149690.0,5.0,Home Mortgage,0
280874,Long Term,7300.0,802370.0,5.0,Home Mortgage,0
211728,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
270358,Short Term,709.0,778316.0,1.0,Rent,0
99999999,Short Term,736.0,1694211.0,7.0,Rent,1
79376,Short Term,731.0,906471.0,10.0,Home Mortgage,1
378620,Short Term,704.0,1588191.0,3.0,Rent,1
293612,Short Term,751.0,2535759.0,2.0,Home Mortgage,1
112354,Short Term,704.0,1804810.0,6.0,Own Home,0
99999999,Short Term,731.0,563559.0,5.0,Rent,1
661804,Long Term,632.0,5251372.0,9.0,Home Mortgage,0
519684,Short Term,1077.9915201396682,1369106.0397805213,4.0,Rent,0
592152,Long Term,742.0,1146745.0,10.0,Own Home,0
492778,Long Term,6680.0,1229452.0,6.0,Home Mortgage,0
219318,Long Term,673.0,1231181.0,6.0,Home Mortgage,1
346258,Short Term,735.0,1700823.0,7.0,Rent,1
175252,Short Term,747.0,851333.0,1.0,Rent,1
279180,Short Term,750.0,1041599.0,9.0,Rent,1
217404,Long Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
517396,Long Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
696124,Short Term,693.0,1945600.0,5.0,Own Home,1
87076,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,0
460086,Long Term,639.0,883006.0,1.0,Rent,0
466708,Short Term,734.0,1247597.0,2.0,Rent,1
158708,Short Term,720.0,1315826.0,10.0,Rent,1
266112,Short Term,717.0,1907543.0,10.0,Home Mortgage,1
347424,Short Term,734.0,17815350.0,2.0,Home Mortgage,0
188804,Short Term,712.0,838584.0,6.0,Home Mortgage,1
554466,Short Term,743.0,2003189.0,10.0,Home Mortgage,1
190344,Short Term,723.0,947967.0,10.0,Rent,1
270798,Short Term,738.0,1588134.0,10.0,Rent,1
376486,Short Term,709.0,836114.0,10.0,Home Mortgage,0
99999999,Short Term,714.0,766384.0,5.0,Own Home,1
162272,Short Term,683.0,650522.0,2.0,Own Home,0
131274,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
99999999,Short Term,732.0,460921.0,10.0,Rent,1
110352,Short Term,735.0,686185.0,2.0,Rent,1
103620,Short Term,1077.9915201396682,1369106.0397805213,9.0,Home Mortgage,1
542256,Long Term,681.0,1592238.0,3.0,Home Mortgage,1
487630,Long Term,7190.0,957125.0,8.0,Home Mortgage,0
181676,Short Term,708.0,1834602.0,3.0,Home Mortgage,1
741884,Short Term,678.0,1367772.0,10.0,Home Mortgage,1
99999999,Short Term,725.0,1502444.0,10.0,Home Mortgage,1
321926,Short Term,1077.9915201396682,1369106.0397805213,8.0,Home Mortgage,1
256234,Short Term,747.0,663898.0,3.0,Rent,1
216854,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,0
133276,Short Term,705.0,556282.0,6.0,Rent,1
322080,Short Term,750.0,3523360.0,1.0,Home Mortgage,1
144298,Short Term,746.0,1112032.0,2.0,Home Mortgage,1
277596,Short Term,727.0,802313.0,1.0,Rent,1
130460,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
99999999,Long Term,710.0,1386335.0,1.0,Rent,1
47278,Short Term,719.0,622231.0,1.0,Own Home,0
405856,Long Term,1077.9915201396682,1369106.0397805213,10.0,Rent,0
133826,Short Term,746.0,2942036.0,5.0,Rent,1
622908,Long Term,724.0,1254057.0,2.0,Home Mortgage,1
151316,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
153208,Short Term,651.0,3179289.0,1.0,Home Mortgage,1
96954,Short Term,750.0,899517.0,1.0,Rent,1
269368,Short Term,740.0,1124363.0,1.0,Rent,1
217404,Short Term,741.0,1783701.0,1.0,Home Mortgage,0
289608,Long Term,653.0,1058167.0,7.0,Home Mortgage,1
354530,Short Term,743.0,1377842.0,7.0,Home Mortgage,1
315150,Short Term,711.0,916712.0,1.0,Own Home,1
99999999,Short Term,729.0,1643405.0,10.0,Home Mortgage,1
382316,Short Term,699.0,786828.0,1.0,Rent,0
389268,Short Term,739.0,877819.0,9.0,Rent,1
99999999,Long Term,637.0,701252.0,3.0,Rent,1
312840,Long Term,743.0,868433.0,4.0,Rent,1
222486,Short Term,751.0,1191319.0,4.0,Home Mortgage,1
323048,Short Term,7050.0,698706.0,7.0,Own Home,0
183238,Short Term,751.0,1675629.0,10.0,Home Mortgage,1
119570,Short Term,748.0,722798.0,1.0,Rent,1
107822,Short Term,721.0,1303666.0,10.0,Rent,1
135168,Short Term,744.0,1795291.0,2.0,Home Mortgage,1
354970,Short Term,743.0,1430662.0,10.0,Rent,1
417912,Short Term,741.0,1293634.0,10.0,Home Mortgage,1
282964,Short Term,740.0,1710665.0,10.0,Home Mortgage,1
359480,Short Term,738.0,907250.0,10.0,Home Mortgage,1
217250,Long Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,0
152306,Short Term,751.0,838850.0,10.0,Rent,1
176572,Short Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,1
479798,Short Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,1
138886,Short Term,747.0,393566.0,6.0,Rent,1
99999999,Short Term,721.0,830490.0,3.0,Rent,1
268114,Long Term,725.0,1119195.0,10.0,Rent,1
334818,Short Term,712.0,579291.0,4.0,Rent,0
649946,Long Term,668.0,1577627.0,7.0,Home Mortgage,0
99999999,Short Term,678.0,969950.0,9.0,Home Mortgage,1
222508,Long Term,663.0,672581.0,5.0,Rent,1
126016,Short Term,721.0,537225.0,6.0,Rent,1
389620,Long Term,1077.9915201396682,1369106.0397805213,6.0,Rent,0
624030,Long Term,715.0,2033323.0,2.0,Home Mortgage,0
201674,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
99999999,Short Term,748.0,910537.0,10.0,Rent,1
99999999,Short Term,729.0,675469.0,2.0,Rent,1
435160,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,0
340802,Long Term,726.0,1132020.0,2.0,Home Mortgage,0
312862,Short Term,744.0,1745093.0,10.0,Home Mortgage,1
99999999,Short Term,740.0,958265.0,1.0,Rent,1
333168,Long Term,709.0,1150944.0,8.0,Home Mortgage,0
99999999,Short Term,750.0,2463084.0,10.0,Home Mortgage,1
322586,Short Term,7190.0,1114350.0,7.0,Rent,0
222068,Short Term,715.0,1198672.0,6.0,Rent,1
439780,Long Term,683.0,1117637.0,10.0,Home Mortgage,0
315986,Long Term,723.0,1345485.0,7.0,Rent,1
215468,Long Term,640.0,1246780.0,1.0,Rent,1
99999999,Long Term,684.0,1307390.0,10.0,Home Mortgage,1
44660,Short Term,738.0,1349950.0,10.0,Home Mortgage,1
157872,Short Term,745.0,1761167.0,10.0,Home Mortgage,1
533236,Short Term,747.0,2340952.0,9.0,Home Mortgage,1
99924,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Rent,0
542586,Short Term,724.0,1499480.0,10.0,Home Mortgage,0
403876,Long Term,662.0,1317707.0,1.0,Own Home,0
163064,Short Term,704.0,743660.0,5.0,Home Mortgage,1
435776,Short Term,733.0,1693584.0,10.0,Home Mortgage,1
322718,Short Term,748.0,1114806.0,10.0,Home Mortgage,1
329472,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
329670,Short Term,709.0,1081917.0,10.0,Home Mortgage,1
266024,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
442376,Short Term,740.0,1489999.0,10.0,Home Mortgage,1
131164,Short Term,1077.9915201396682,1369106.0397805213,6.0,Rent,0
539242,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
402842,Short Term,734.0,850459.0,2.0,Own Home,0
270600,Short Term,742.0,779000.0,1.0,Rent,1
98098,Short Term,719.0,628311.0,10.0,Rent,1
269148,Short Term,1077.9915201396682,1369106.0397805213,5.0,Rent,1
751146,Long Term,700.0,1668105.0,4.0,Home Mortgage,0
99999999,Short Term,717.0,2401847.0,7.0,Home Mortgage,1
666072,Short Term,742.0,1917480.0,10.0,Home Mortgage,0
21626,Short Term,714.0,854221.0,5.0,Home Mortgage,1
546260,Long Term,676.0,1226602.0,10.0,Home Mortgage,1
99999999,Short Term,733.0,484937.0,1.0,Rent,1
164956,Short Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,1
99999999,Short Term,727.0,392939.0,5.950381280685262,Rent,1
99999999,Short Term,705.0,874323.0,4.0,Rent,1
99999999,Short Term,739.0,1429997.0,6.0,Home Mortgage,1
376354,Long Term,7260.0,1035652.0,10.0,Rent,0
247830,Short Term,1077.9915201396682,1369106.0397805213,9.0,Rent,1
179938,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
446380,Short Term,745.0,877040.0,1.0,Home Mortgage,1
333366,Short Term,750.0,1343566.0,10.0,Rent,1
218790,Short Term,749.0,1133730.0,5.0,Home Mortgage,1
206734,Short Term,668.0,995600.0,2.0,Rent,1
293986,Short Term,716.0,1045494.0,4.0,Home Mortgage,1
208164,Short Term,721.0,1779312.0,10.0,Home Mortgage,1
353584,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Home Mortgage,0
221650,Long Term,705.0,1148550.0,10.0,Home Mortgage,0
130680,Short Term,749.0,1504800.0,7.0,Home Mortgage,1
225368,Short Term,1077.9915201396682,1369106.0397805213,5.0,Rent,1
621962,Short Term,1077.9915201396682,1369106.0397805213,3.0,Home Mortgage,0
376332,Short Term,719.0,1692767.0,1.0,Home Mortgage,1
224554,Short Term,725.0,814511.0,9.0,Rent,1
765996,Short Term,672.0,3780240.0,10.0,Home Mortgage,0
99242,Short Term,742.0,952375.0,1.0,Rent,1
69190,Short Term,693.0,1242790.0,10.0,Home Mortgage,1
49940,Short Term,724.0,910176.0,10.0,Rent,1
538670,Short Term,729.0,4361355.0,7.0,Rent,1
374220,Short Term,743.0,2068435.0,10.0,Home Mortgage,1
326876,Short Term,694.0,1016253.0,10.0,Rent,0
324852,Long Term,1077.9915201396682,1369106.0397805213,7.0,Rent,0
563706,Long Term,728.0,1849954.0,1.0,Home Mortgage,1
219626,Short Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,1
118008,Short Term,737.0,769196.0,8.0,Rent,0
85888,Short Term,683.0,289313.0,3.0,Rent,1
472428,Long Term,719.0,1182275.0,1.0,Home Mortgage,1
378070,Short Term,723.0,1480081.0,2.0,Home Mortgage,1
269720,Long Term,734.0,1358861.0,2.0,Home Mortgage,0
99999999,Short Term,719.0,1871500.0,8.0,Home Mortgage,1
280258,Long Term,677.0,1154326.0,8.0,Home Mortgage,0
516340,Long Term,721.0,1300607.0,9.0,Home Mortgage,0
245718,Short Term,1077.9915201396682,1369106.0397805213,7.0,Rent,0
755766,Long Term,658.0,1864850.0,10.0,Home Mortgage,1
99999999,Short Term,741.0,764256.0,10.0,Rent,1
33440,Short Term,750.0,942761.0,2.0,Rent,1
660462,Short Term,730.0,2851995.0,10.0,Home Mortgage,1
314446,Short Term,723.0,1803936.0,3.0,Rent,1
218130,Short Term,740.0,626373.0,4.0,Home Mortgage,1
470096,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
167618,Long Term,731.0,641934.0,2.0,Home Mortgage,1
303028,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
133606,Short Term,1077.9915201396682,1369106.0397805213,5.0,Rent,0
308990,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
99999999,Short Term,703.0,1063107.0,10.0,Home Mortgage,1
784322,Short Term,686.0,3870680.0,1.0,Home Mortgage,1
332574,Short Term,1077.9915201396682,1369106.0397805213,6.0,Rent,1
439560,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
252890,Short Term,706.0,654759.0,1.0,Home Mortgage,1
99999999,Short Term,735.0,1025278.0,10.0,Own Home,1
110946,Short Term,704.0,843182.0,4.0,Rent,0
141526,Short Term,727.0,564129.0,7.0,Own Home,1
511324,Short Term,743.0,2073546.0,1.0,Home Mortgage,1
132484,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Own Home,1
301510,Long Term,726.0,3452832.0,10.0,Home Mortgage,0
108878,Short Term,7300.0,2127582.0,10.0,Rent,0
441408,Short Term,740.0,1562978.0,5.0,Rent,1
519816,Long Term,1077.9915201396682,1369106.0397805213,4.0,Home Mortgage,0
129800,Long Term,6630.0,1401212.0,10.0,Home Mortgage,0
250008,Short Term,725.0,1542192.0,5.0,Home Mortgage,1
337634,Short Term,723.0,1519696.0,1.0,Rent,0
325886,Short Term,720.0,719207.0,3.0,Own Home,0
99999999,Short Term,748.0,1393517.0,10.0,Home Mortgage,1
356994,Long Term,1077.9915201396682,1369106.0397805213,1.0,Own Home,0
437580,Long Term,738.0,1100480.0,8.0,Home Mortgage,1
325446,Short Term,728.0,655823.0,1.0,Home Mortgage,1
99999999,Short Term,742.0,1939900.0,6.0,Home Mortgage,1
99999999,Short Term,713.0,744496.0,1.0,Rent,1
431222,Short Term,748.0,854430.0,5.0,Rent,1
244926,Short Term,695.0,826880.0,4.0,Rent,1
173646,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
79046,Short Term,7350.0,258077.0,5.950381280685262,Rent,0
151822,Short Term,740.0,2903181.0,10.0,Home Mortgage,1
313390,Short Term,734.0,1372617.0,3.0,Home Mortgage,1
521312,Short Term,733.0,2043811.0,1.0,Home Mortgage,1
764852,Short Term,722.0,3793407.0,6.0,Home Mortgage,1
386254,Long Term,740.0,1853260.0,10.0,Rent,1
462550,Short Term,747.0,1585664.0,9.0,Home Mortgage,1
754842,Short Term,705.0,5587710.0,7.0,Home Mortgage,1
439252,Long Term,732.0,2655478.0,1.0,Home Mortgage,1
99999999,Short Term,732.0,989748.0,3.0,Rent,1
669174,Long Term,733.0,2735506.0,8.0,Home Mortgage,1
471416,Short Term,747.0,1318353.0,10.0,Rent,1
264858,Short Term,745.0,522842.0,10.0,Own Home,0
111276,Long Term,700.0,676039.0,1.0,Home Mortgage,0
330770,Long Term,6770.0,742710.0,10.0,Home Mortgage,0
382932,Short Term,710.0,844398.0,3.0,Rent,1
78452,Short Term,1077.9915201396682,1369106.0397805213,4.0,Rent,0
99999999,Short Term,723.0,1310582.0,5.0,Home Mortgage,1
322652,Long Term,741.0,947397.0,6.0,Home Mortgage,1
56144,Long Term,640.0,1842544.0,10.0,Rent,1
206646,Short Term,727.0,1357037.0,10.0,Rent,1
37796,Short Term,1077.9915201396682,1369106.0397805213,4.0,Rent,1
